"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2016년 11월 29일","19,115.0","19,087.0","19,132.0","19,059.0","119.18K","0.18%"
"2016년 11월 28일","19,080.0","19,125.0","19,126.0","19,042.0","128.40K","-0.33%"
"2016년 11월 25일","19,144.0","19,065.0","19,148.0","19,032.0","84.53K","0.22%"
"2016년 11월 24일","19,102.0","19,047.0","19,119.0","19,033.0","-","0.25%"
"2016년 11월 23일","19,054.0","19,000.0","19,060.0","18,975.0","120.48K","0.31%"
"2016년 11월 22일","18,995.0","18,919.0","19,012.0","18,912.0","115.57K","0.45%"
"2016년 11월 21일","18,910.0","18,852.0","18,929.0","18,834.0","112.69K","0.30%"
"2016년 11월 18일","18,853.0","18,870.0","18,889.0","18,823.0","113.08K","-0.08%"
"2016년 11월 17일","18,869.0","18,833.0","18,876.0","18,812.0","119.81K","0.19%"
"2016년 11월 16일","18,833.0","18,874.0","18,914.0","18,793.0","129.35K","-0.25%"
"2016년 11월 15일","18,880.0","18,821.0","18,885.0","18,756.0","146.31K","0.31%"
"2016년 11월 14일","18,822.0","18,806.0","18,918.0","18,762.0","212.52K","0.19%"
"2016년 11월 11일","18,787.0","18,765.0","18,833.0","18,682.0","205.16K","0.01%"
"2016년 11월 10일","18,786.0","18,533.0","18,821.0","18,492.0","339.15K","1.37%"
"2016년 11월 09일","18,532.0","18,304.0","18,590.0","17,418.0","651.87K","1.35%"
"2016년 11월 08일","18,285.0","18,188.0","18,345.0","18,129.0","162.22K","0.51%"
"2016년 11월 07일","18,192.0","18,000.0","18,209.0","17,983.0","172.03K","2.17%"
"2016년 11월 04일","17,805.0","17,844.0","17,901.0","17,799.0","196.12K","-0.26%"
"2016년 11월 03일","17,852.0","17,862.0","17,935.0","17,821.0","155.40K","-0.16%"
"2016년 11월 02일","17,881.0","17,935.0","17,960.0","17,825.0","200.70K","-0.32%"
"2016년 11월 01일","17,939.0","18,080.0","18,126.0","17,856.0","228.08K","-0.68%"
"2016년 10월 31일","18,062.0","18,065.0","18,147.0","18,032.0","133.45K","-0.20%"
"2016년 10월 28일","18,098.0","18,096.0","18,173.0","18,010.0","278.90K","0.09%"
"2016년 10월 27일","18,082.0","18,127.0","18,183.0","18,065.0","181.63K","-0.25%"
"2016년 10월 26일","18,128.0","18,073.0","18,156.0","17,975.0","186.08K","0.17%"
"2016년 10월 25일","18,097.0","18,138.0","18,173.0","18,067.0","125.52K","-0.20%"
"2016년 10월 24일","18,134.0","18,080.0","18,197.0","18,061.0","111.90K","0.38%"
"2016년 10월 21일","18,066.0","18,095.0","18,115.0","17,965.0","144.87K","-0.23%"
"2016년 10월 20일","18,108.0","18,127.0","18,178.0","18,047.0","156.28K","-0.09%"
"2016년 10월 19일","18,125.0","18,059.0","18,169.0","18,031.0","108.31K","0.34%"
"2016년 10월 18일","18,064.0","17,990.0","18,143.0","17,976.0","120.22K","0.28%"
"2016년 10월 17일","18,013.0","18,050.0","18,082.0","17,973.0","137.63K","-0.25%"
"2016년 10월 14일","18,059.0","18,017.0","18,177.0","17,988.0","170.63K","0.21%"
"2016년 10월 13일","18,021.0","18,019.0","18,050.0","17,868.0","185.06K","-0.18%"
"2016년 10월 12일","18,053.0","18,056.0","18,121.0","17,991.0","146.99K","-0.09%"
"2016년 10월 11일","18,070.0","18,264.0","18,276.0","17,968.0","190.87K","-1.04%"
"2016년 10월 10일","18,259.0","18,182.0","18,320.0","18,171.0","106.06K","0.56%"
"2016년 10월 07일","18,157.0","18,192.0","18,251.0","18,061.0","191.03K","-0.23%"
"2016년 10월 06일","18,199.0","18,192.0","18,223.0","18,076.0","130.21K","-0.01%"
"2016년 10월 05일","18,200.0","18,085.0","18,234.0","18,054.0","137.42K","0.60%"
"2016년 10월 04일","18,092.0","18,164.0","18,229.0","18,022.0","207.37K","-0.35%"
"2016년 10월 03일","18,156.0","18,203.0","18,253.0","18,108.0","121.07K","-0.35%"
"2016년 09월 30일","18,219.0","18,074.0","18,283.0","17,989.0","166.30K","0.67%"
"2016년 09월 29일","18,097.0","18,232.0","18,279.0","17,999.0","194.37K","-0.77%"
"2016년 09월 28일","18,238.0","18,127.0","18,260.0","18,090.0","155.61K","0.55%"
"2016년 09월 27일","18,139.0","18,011.0","18,152.0","17,959.0","153.63K","0.69%"
"2016년 09월 26일","18,014.0","18,172.0","18,203.0","17,993.0","128.49K","-0.97%"
"2016년 09월 23일","18,190.0","18,297.0","18,309.0","18,165.0","104.66K","-0.60%"
"2016년 09월 22일","18,299.0","18,215.0","18,366.0","18,193.0","128.68K","0.44%"
"2016년 09월 21일","18,218.0","18,037.0","18,225.0","18,011.0","189.57K","0.95%"
"2016년 09월 20일","18,047.0","18,058.0","18,145.0","18,031.0","111.84K","-0.03%"
"2016년 09월 19일","18,052.0","18,058.0","18,171.0","18,004.0","122.94K","-0.64%"
"2016년 09월 16일","18,167.6","18,197.0","18,197.0","18,122.0","2.74K","-0.18%"
"2016년 09월 15일","18,200.0","18,017.0","18,252.0","17,962.0","26.70K","1.11%"
"2016년 09월 14일","18,000.0","18,108.0","18,160.0","17,988.0","45.82K","-0.48%"
"2016년 09월 13일","18,087.0","18,293.0","18,307.0","18,024.0","84.68K","-1.28%"
"2016년 09월 12일","18,321.0","18,027.0","18,351.0","17,897.0","104.09K","1.55%"
"2016년 09월 09일","18,041.0","18,455.0","18,462.0","18,016.0","178.68K","-2.26%"
"2016년 09월 08일","18,459.0","18,515.0","18,548.0","18,438.0","149.57K","-0.30%"
"2016년 09월 07일","18,514.0","18,535.0","18,540.0","18,469.0","104.36K","-0.05%"
"2016년 09월 06일","18,523.0","18,489.0","18,545.0","18,437.0","124.96K","0.24%"
"2016년 09월 05일","18,479.0","18,504.0","18,518.0","18,464.0","-","-0.14%"
"2016년 09월 04일","18,504.5","18,486.5","18,513.5","18,483.0","-","0.13%"
"2016년 09월 02일","18,480.0","18,395.0","18,539.0","18,378.0","158.50K","0.46%"
"2016년 09월 01일","18,395.0","18,393.0","18,462.0","18,286.0","169.68K","0.00%"
"2016년 08월 31일","18,395.0","18,453.0","18,454.0","18,324.0","132.59K","-0.27%"
"2016년 08월 30일","18,444.0","18,493.0","18,515.0","18,401.0","114.68K","-0.24%"
"2016년 08월 29일","18,489.0","18,380.0","18,503.0","18,352.0","105.44K","0.59%"
"2016년 08월 26일","18,380.0","18,451.0","18,554.0","18,311.0","193.96K","-0.37%"
"2016년 08월 25일","18,448.0","18,470.0","18,485.0","18,406.0","116.87K","-0.13%"
"2016년 08월 24일","18,472.0","18,537.0","18,544.0","18,427.0","111.88K","-0.30%"
"2016년 08월 23일","18,528.0","18,519.0","18,615.0","18,506.0","110.67K","0.05%"
"2016년 08월 22일","18,519.0","18,544.0","18,561.0","18,442.0","141.87K","-0.11%"
"2016년 08월 19일","18,540.0","18,566.0","18,576.0","18,469.0","112.22K","-0.13%"
"2016년 08월 18일","18,565.0","18,552.0","18,575.0","18,505.0","92.44K","0.13%"
"2016년 08월 17일","18,541.0","18,534.0","18,559.0","18,443.0","127.97K","0.09%"
"2016년 08월 16일","18,524.0","18,588.0","18,589.0","18,507.0","103.47K","-0.31%"
"2016년 08월 15일","18,582.0","18,533.0","18,623.0","18,525.0","80.68K","0.32%"
"2016년 08월 12일","18,523.0","18,565.0","18,585.0","18,486.0","90.68K","-0.23%"
"2016년 08월 11일","18,565.0","18,450.0","18,594.0","18,433.0","111.16K","0.61%"
"2016년 08월 10일","18,452.0","18,470.0","18,513.0","18,417.0","96.01K","-0.08%"
"2016년 08월 09일","18,466.0","18,466.0","18,522.0","18,442.0","87.30K","0.03%"
"2016년 08월 08일","18,460.0","18,458.0","18,508.0","18,436.0","84.64K","0.03%"
"2016년 08월 05일","18,454.0","18,275.0","18,474.0","18,273.0","122.77K","0.99%"
"2016년 08월 04일","18,273.0","18,274.0","18,336.0","18,251.0","103.81K","0.02%"
"2016년 08월 03일","18,269.0","18,248.0","18,281.0","18,188.0","107.92K","0.12%"
"2016년 08월 02일","18,248.0","18,343.0","18,375.0","18,170.0","158.89K","-0.43%"
"2016년 08월 01일","18,326.0","18,409.0","18,449.0","18,279.0","129.50K","-0.20%"
"2016년 07월 29일","18,362.0","18,378.0","18,404.0","18,296.0","138.94K","-0.08%"
"2016년 07월 28일","18,376.0","18,410.0","18,454.0","18,293.0","131.77K","-0.08%"
"2016년 07월 27일","18,390.0","18,427.0","18,471.0","18,353.0","145.05K","-0.04%"
"2016년 07월 26일","18,398.0","18,428.0","18,447.0","18,311.0","137.65K","-0.12%"
"2016년 07월 25일","18,420.0","18,488.0","18,527.0","18,378.0","104.71K","-0.31%"
"2016년 07월 22일","18,478.0","18,440.0","18,495.0","18,417.0","94.20K","0.23%"
"2016년 07월 21일","18,436.0","18,530.0","18,548.0","18,394.0","109.86K","-0.51%"
"2016년 07월 20일","18,531.0","18,497.0","18,565.0","18,456.0","107.71K","0.28%"
"2016년 07월 19일","18,480.0","18,461.0","18,494.0","18,401.0","105.41K","0.16%"
"2016년 07월 18일","18,451.0","18,425.0","18,493.0","18,410.0","108.26K","0.18%"
"2016년 07월 15일","18,417.0","18,421.0","18,488.0","18,345.0","129.05K","-0.05%"
"2016년 07월 14일","18,427.0","18,288.0","18,475.0","18,266.0","148.86K","0.76%"
"2016년 07월 13일","18,288.0","18,268.0","18,305.0","18,222.0","124.22K","0.13%"
"2016년 07월 12일","18,264.0","18,151.0","18,287.0","18,134.0","131.75K","0.64%"
"2016년 07월 11일","18,147.0","18,044.0","18,197.0","18,033.0","133.94K","0.60%"
"2016년 07월 08일","18,038.0","17,819.0","18,079.0","17,782.0","166.59K","1.23%"
"2016년 07월 07일","17,818.0","17,825.0","17,895.0","17,726.0","134.78K","-0.09%"
"2016년 07월 06일","17,834.0","17,772.0","17,838.0","17,618.0","179.30K","0.41%"
"2016년 07월 05일","17,762.0","17,880.0","17,924.0","17,689.0","150.84K","-0.55%"
"2016년 07월 04일","17,860.0","17,845.0","17,924.0","17,842.0","-","0.10%"
"2016년 07월 03일","17,843.0","17,890.0","17,892.0","17,842.0","-","-0.13%"
"2016년 07월 01일","17,866.0","17,789.0","17,903.0","17,762.0","115.50K","0.26%"
"2016년 06월 30일","17,819.0","17,670.0","17,828.0","17,557.0","173.08K","1.11%"
"2016년 06월 29일","17,624.0","17,302.0","17,694.0","17,255.0","170.56K","1.87%"
"2016년 06월 28일","17,301.0","16,979.0","17,307.0","16,979.0","191.25K","1.86%"
"2016년 06월 27일","16,985.0","17,185.0","17,276.0","16,961.0","296.66K","-1.52%"
"2016년 06월 24일","17,247.0","17,986.0","18,025.0","17,182.0","440.33K","-3.73%"
"2016년 06월 23일","17,915.0","17,737.0","17,969.0","17,737.0","145.95K","1.28%"
"2016년 06월 22일","17,688.0","17,729.0","17,825.0","17,673.0","129.61K","-0.28%"
"2016년 06월 21일","17,737.0","17,752.0","17,794.0","17,702.0","125.88K","0.14%"
"2016년 06월 20일","17,712.0","17,639.0","17,854.0","17,639.0","145.41K","-0.14%"
"2016년 06월 17일","17,737.0","17,735.0","17,783.0","17,703.0","-","-0.02%"
"2016년 06월 16일","17,740.0","17,638.0","17,756.0","17,469.0","33.35K","0.53%"
"2016년 06월 15일","17,646.0","17,650.0","17,780.0","17,625.0","33.57K","-0.09%"
"2016년 06월 14일","17,662.0","17,718.0","17,758.0","17,590.0","53.33K","-0.37%"
"2016년 06월 13일","17,728.0","17,824.0","17,890.0","17,712.0","81.70K","-0.77%"
"2016년 06월 10일","17,866.0","17,975.0","17,976.0","17,802.0","96.66K","-0.60%"
"2016년 06월 09일","17,973.0","17,991.0","18,000.0","17,906.0","123.85K","-0.12%"
"2016년 06월 08일","17,995.0","17,935.0","18,012.0","17,903.0","101.97K","0.35%"
"2016년 06월 07일","17,933.0","17,915.0","17,993.0","17,903.0","94.99K","0.10%"
"2016년 06월 06일","17,915.0","17,808.0","17,939.0","17,779.0","119.86K","0.65%"
"2016년 06월 03일","17,800.0","17,821.0","17,849.0","17,677.0","153.49K","-0.14%"
"2016년 06월 02일","17,825.0","17,775.0","17,833.0","17,692.0","113.52K","0.26%"
"2016년 06월 01일","17,779.0","17,773.0","17,812.0","17,648.0","119.69K","0.03%"
"2016년 05월 31일","17,774.0","17,873.0","17,909.0","17,708.0","138.98K","-0.65%"
"2016년 05월 30일","17,891.0","17,887.0","17,910.0","17,875.0","-","0.03%"
"2016년 05월 29일","17,886.0","17,872.5","17,897.0","17,867.0","-","0.21%"
"2016년 05월 27일","17,849.0","17,825.0","17,863.0","17,802.0","84.72K","0.18%"
"2016년 05월 26일","17,817.0","17,828.0","17,864.0","17,777.0","106.96K","0.00%"
"2016년 05월 25일","17,817.0","17,696.0","17,869.0","17,680.0","124.63K","0.74%"
"2016년 05월 24일","17,687.0","17,469.0","17,718.0","17,436.0","136.10K","1.24%"
"2016년 05월 23일","17,470.0","17,504.0","17,533.0","17,431.0","113.79K","-0.07%"
"2016년 05월 20일","17,482.0","17,415.0","17,547.0","17,403.0","128.69K","0.38%"
"2016년 05월 19일","17,415.0","17,491.0","17,502.0","17,297.0","189.90K","-0.37%"
"2016년 05월 18일","17,479.0","17,497.0","17,608.0","17,383.0","232.53K","-0.06%"
"2016년 05월 17일","17,489.0","17,659.0","17,720.0","17,423.0","185.54K","-0.99%"
"2016년 05월 16일","17,664.0","17,468.0","17,705.0","17,421.0","135.18K","0.97%"
"2016년 05월 13일","17,495.0","17,669.0","17,689.0","17,459.0","183.04K","-0.98%"
"2016년 05월 12일","17,668.0","17,664.0","17,754.0","17,573.0","163.40K","0.05%"
"2016년 05월 11일","17,659.0","17,828.0","17,850.0","17,656.0","138.96K","-1.09%"
"2016년 05월 10일","17,853.0","17,646.0","17,864.0","17,605.0","142.36K","1.17%"
"2016년 05월 09일","17,646.0","17,673.0","17,727.0","17,595.0","120.19K","-0.14%"
"2016년 05월 06일","17,671.0","17,569.0","17,685.0","17,475.0","161.22K","0.55%"
"2016년 05월 05일","17,574.0","17,575.0","17,682.0","17,536.0","130.18K","-0.04%"
"2016년 05월 04일","17,581.0","17,678.0","17,700.0","17,526.0","162.20K","-0.52%"
"2016년 05월 03일","17,673.0","17,806.0","17,814.0","17,585.0","165.94K","-0.71%"
"2016년 05월 02일","17,799.0","17,737.0","17,832.0","17,667.0","129.89K","0.60%"
"2016년 04월 29일","17,693.0","17,766.0","17,789.0","17,568.0","207.63K","-0.38%"
"2016년 04월 28일","17,761.0","17,976.0","17,987.0","17,716.0","192.72K","-1.12%"
"2016년 04월 27일","17,963.0","17,880.0","18,006.0","17,839.0","160.32K","0.25%"
"2016년 04월 26일","17,919.0","17,907.0","17,970.0","17,852.0","120.63K","0.09%"
"2016년 04월 25일","17,902.0","17,963.0","17,967.0","17,773.0","123.63K","-0.08%"
"2016년 04월 22일","17,917.0","17,887.0","17,951.0","17,827.0","140.15K","0.10%"
"2016년 04월 21일","17,899.0","18,036.0","18,080.0","17,866.0","151.05K","-0.77%"
"2016년 04월 20일","18,037.0","17,959.0","18,083.0","17,892.0","140.86K","0.42%"
"2016년 04월 19일","17,961.0","17,881.0","18,018.0","17,877.0","146.28K","0.18%"
"2016년 04월 18일","17,928.0","17,734.0","17,935.0","17,692.0","128.81K","0.64%"
"2016년 04월 15일","17,814.0","17,849.0","17,869.0","17,780.0","95.93K","-0.16%"
"2016년 04월 14일","17,842.0","17,830.0","17,880.0","17,774.0","129.18K","0.08%"
"2016년 04월 13일","17,828.0","17,637.0","17,831.0","17,629.0","154.95K","1.08%"
"2016년 04월 12일","17,637.0","17,457.0","17,656.0","17,437.0","174.97K","0.94%"
"2016년 04월 11일","17,473.0","17,487.0","17,647.0","17,412.0","165.01K","-0.07%"
"2016년 04월 08일","17,485.0","17,460.0","17,609.0","17,422.0","157.03K","0.15%"
"2016년 04월 07일","17,458.0","17,627.0","17,645.0","17,396.0","169.33K","-0.96%"
"2016년 04월 06일","17,628.0","17,555.0","17,639.0","17,452.0","168.21K","0.58%"
"2016년 04월 05일","17,527.0","17,622.0","17,629.0","17,488.0","148.23K","-0.65%"
"2016년 04월 04일","17,642.0","17,702.0","17,753.0","17,615.0","124.13K","-0.36%"
"2016년 04월 01일","17,706.0","17,613.0","17,713.0","17,468.0","163.74K","0.63%"
"2016년 03월 31일","17,595.0","17,625.0","17,659.0","17,564.0","120.67K","-0.15%"
"2016년 03월 30일","17,622.0","17,543.0","17,694.0","17,536.0","121.18K","0.48%"
"2016년 03월 29일","17,538.0","17,442.0","17,553.0","17,333.0","133.95K","0.52%"
"2016년 03월 28일","17,448.0","17,464.0","17,526.0","17,392.0","82.56K","0.05%"
"2016년 03월 24일","17,439.0","17,423.0","17,463.0","17,299.0","134.50K","0.07%"
"2016년 03월 23일","17,426.0","17,496.0","17,519.0","17,387.0","144.38K","-0.45%"
"2016년 03월 22일","17,504.0","17,532.0","17,554.0","17,431.0","128.39K","-0.14%"
"2016년 03월 21일","17,528.0","17,490.0","17,552.0","17,441.0","102.16K","-0.17%"
"2016년 03월 18일","17,557.0","17,502.0","17,554.0","17,467.0","4.84K","0.41%"
"2016년 03월 17일","17,486.0","17,330.0","17,531.0","17,244.0","31.64K","0.89%"
"2016년 03월 16일","17,332.0","17,247.0","17,382.0","17,189.0","28.66K","0.52%"
"2016년 03월 15일","17,242.0","17,220.0","17,255.0","17,119.0","30.48K","0.12%"
"2016년 03월 14일","17,222.0","17,184.0","17,279.0","17,147.0","38.34K","0.22%"
"2016년 03월 11일","17,184.0","16,997.0","17,223.0","16,984.0","95.54K","1.12%"
"2016년 03월 10일","16,994.0","17,013.0","17,174.0","16,816.0","244.10K","-0.08%"
"2016년 03월 09일","17,008.0","16,984.0","17,078.0","16,940.0","140.14K","0.21%"
"2016년 03월 08일","16,972.0","16,986.0","17,063.0","16,907.0","148.14K","-0.45%"
"2016년 03월 07일","17,048.0","16,972.0","17,080.0","16,898.0","130.85K","0.48%"
"2016년 03월 04일","16,967.0","16,926.0","17,043.0","16,878.0","166.56K","0.28%"
"2016년 03월 03일","16,919.0","16,858.0","16,936.0","16,798.0","122.93K","0.30%"
"2016년 03월 02일","16,868.0","16,840.0","16,907.0","16,744.0","165.08K","0.11%"
"2016년 03월 01일","16,849.0","16,494.0","16,856.0","16,432.0","173.08K","2.13%"
"2016년 02월 29일","16,497.0","16,600.0","16,707.0","16,477.0","161.12K","-0.63%"
"2016년 02월 26일","16,601.0","16,663.0","16,820.0","16,588.0","157.73K","-0.43%"
"2016년 02월 25일","16,672.0","16,497.0","16,677.0","16,396.0","151.78K","1.21%"
"2016년 02월 24일","16,473.0","16,378.0","16,505.0","16,131.0","199.86K","0.47%"
"2016년 02월 23일","16,396.0","16,524.0","16,574.0","16,372.0","129.46K","-0.86%"
"2016년 02월 22일","16,539.0","16,343.0","16,634.0","16,316.0","112.40K","1.11%"
"2016년 02월 19일","16,358.0","16,393.0","16,442.0","16,245.0","142.41K","-0.20%"
"2016년 02월 18일","16,391.0","16,448.0","16,515.0","16,355.0","158.90K","-0.13%"
"2016년 02월 17일","16,413.0","16,130.0","16,454.0","16,075.0","169.51K","1.75%"
"2016년 02월 16일","16,131.0","15,954.0","16,203.0","15,954.0","221.66K","0.11%"
"2016년 02월 15일","16,113.5","16,007.0","16,168.0","15,988.0","-","0.66%"
"2016년 02월 14일","16,008.0","15,977.5","16,018.0","15,966.0","-","0.60%"
"2016년 02월 12일","15,913.0","15,625.0","15,929.0","15,592.0","216.01K","1.93%"
"2016년 02월 11일","15,612.0","15,830.0","15,863.0","15,452.0","349.22K","-1.60%"
"2016년 02월 10일","15,866.0","15,952.0","16,154.0","15,827.0","273.57K","-0.58%"
"2016년 02월 09일","15,959.0","15,965.0","16,072.0","15,773.0","296.25K","-0.18%"
"2016년 02월 08일","15,988.0","16,147.0","16,197.0","15,729.0","295.38K","-0.89%"
"2016년 02월 05일","16,131.0","16,309.0","16,383.0","16,047.0","256.01K","-1.21%"
"2016년 02월 04일","16,328.0","16,258.0","16,408.0","16,127.0","269.22K","0.40%"
"2016년 02월 03일","16,263.0","16,075.0","16,301.0","15,875.0","357.09K","1.07%"
"2016년 02월 02일","16,091.0","16,317.0","16,326.0","16,020.0","205.81K","-1.52%"
"2016년 02월 01일","16,340.0","16,367.0","16,426.0","16,209.0","178.47K","-0.10%"
"2016년 01월 29일","16,356.0","15,957.0","16,376.0","15,937.0","217.26K","2.40%"
"2016년 01월 28일","15,972.0","15,861.0","16,055.0","15,768.0","268.65K","0.76%"
"2016년 01월 27일","15,851.0","15,999.0","16,151.0","15,789.0","261.84K","-1.34%"
"2016년 01월 26일","16,066.0","15,810.0","16,101.0","15,640.0","193.76K","1.61%"
"2016년 01월 25일","15,811.0","16,008.0","16,039.0","15,790.0","179.72K","-1.21%"
"2016년 01월 22일","16,004.0","15,755.0","16,052.0","15,727.0","205.21K","1.37%"
"2016년 01월 21일","15,787.0","15,706.0","15,957.0","15,562.0","355.67K","0.45%"
"2016년 01월 20일","15,717.0","15,888.0","15,939.0","15,365.0","373.96K","-1.23%"
"2016년 01월 19일","15,913.0","15,875.0","16,188.0","15,794.0","348.99K","-0.07%"
"2016년 01월 18일","15,923.5","15,873.5","16,047.0","15,853.5","-","0.31%"
"2016년 01월 17일","15,873.5","15,874.0","15,909.5","15,796.5","-","-0.24%"
"2016년 01월 15일","15,912.0","16,268.0","16,331.0","15,748.0","357.59K","-2.27%"
"2016년 01월 14일","16,281.0","16,068.0","16,391.0","15,980.0","304.87K","1.40%"
"2016년 01월 13일","16,056.0","16,350.0","16,533.0","16,025.0","305.05K","-1.88%"
"2016년 01월 12일","16,363.0","16,280.0","16,502.0","16,168.0","260.38K","0.47%"
"2016년 01월 11일","16,287.0","16,260.0","16,372.0","16,085.0","277.52K","0.32%"
"2016년 01월 08일","16,235.0","16,446.0","16,666.0","16,209.0","301.34K","-1.12%"
"2016년 01월 07일","16,419.0","16,858.0","16,881.0","16,367.0","311.90K","-2.49%"
"2016년 01월 06일","16,838.0","17,074.0","17,096.0","16,723.0","232.50K","-1.42%"
"2016년 01월 05일","17,081.0","17,086.0","17,153.0","16,940.0","190.44K","-0.02%"
"2016년 01월 04일","17,085.0","17,347.0","17,399.0","16,860.0","220.24K","-1.48%"
"2015년 12월 31일","17,341.0","17,518.0","17,536.0","17,298.0","80.55K","-0.96%"
"2015년 12월 30일","17,509.0","17,636.0","17,656.0","17,495.0","66.03K","-0.73%"
"2015년 12월 29일","17,638.0","17,449.0","17,660.0","17,429.0","81.38K","1.15%"
"2015년 12월 28일","17,438.0","17,453.0","17,478.0","17,341.0","67.11K","-0.06%"
"2015년 12월 24일","17,449.0","17,478.0","17,515.0","17,437.0","32.08K","-0.13%"
"2015년 12월 23일","17,472.0","17,354.0","17,517.0","17,327.0","96.59K","0.66%"
"2015년 12월 22일","17,357.0","17,199.0","17,386.0","17,110.0","116.00K","1.04%"
"2015년 12월 21일","17,178.0","17,043.0","17,217.0","17,023.0","127.08K","-1.20%"
"2015년 12월 18일","17,387.4","17,437.0","17,500.0","17,322.0","4.34K","-0.32%"
"2015년 12월 17일","17,443.0","17,709.0","17,819.0","17,431.0","27.12K","-1.65%"
"2015년 12월 16일","17,735.0","17,554.0","17,786.0","17,468.0","38.10K","1.05%"
"2015년 12월 15일","17,551.0","17,364.0","17,630.0","17,341.0","49.67K","1.24%"
"2015년 12월 14일","17,336.0","17,239.0","17,398.0","17,134.0","80.85K","0.43%"
"2015년 12월 11일","17,261.0","17,580.0","17,624.0","17,220.0","121.33K","-1.74%"
"2015년 12월 10일","17,566.0","17,482.0","17,697.0","17,454.0","184.44K","0.63%"
"2015년 12월 09일","17,456.0","17,542.0","17,762.0","17,391.0","244.07K","-0.44%"
"2015년 12월 08일","17,534.0","17,751.0","17,762.0","17,475.0","179.09K","-1.25%"
"2015년 12월 07일","17,756.0","17,849.0","17,869.0","17,626.0","148.53K","-0.35%"
"2015년 12월 04일","17,819.0","17,503.0","17,855.0","17,445.0","198.76K","1.90%"
"2015년 12월 03일","17,486.0","17,769.0","17,870.0","17,409.0","244.08K","-1.53%"
"2015년 12월 02일","17,758.0","17,865.0","17,905.0","17,695.0","132.07K","-0.58%"
"2015년 12월 01일","17,862.0","17,758.0","17,879.0","17,752.0","124.14K","0.84%"
"2015년 11월 30일","17,714.0","17,801.0","17,847.0","17,700.0","104.83K","-0.49%"
"2015년 11월 27일","17,801.0","17,811.0","17,875.0","17,722.0","76.00K","-0.27%"
"2015년 11월 26일","17,849.0","17,813.0","17,874.0","17,802.0","-","0.26%"
"2015년 11월 25일","17,802.0","17,764.0","17,833.0","17,743.0","67.39K","0.21%"
"2015년 11월 24일","17,765.0","17,755.0","17,830.0","17,623.0","132.92K","0.02%"
"2015년 11월 23일","17,762.0","17,801.0","17,842.0","17,716.0","89.89K","-0.22%"
"2015년 11월 20일","17,801.0","17,720.0","17,884.0","17,699.0","103.44K","0.53%"
"2015년 11월 19일","17,707.0","17,687.0","17,769.0","17,645.0","119.47K","0.10%"
"2015년 11월 18일","17,689.0","17,467.0","17,714.0","17,412.0","153.35K","1.33%"
"2015년 11월 17일","17,456.0","17,422.0","17,556.0","17,400.0","161.56K","0.20%"
"2015년 11월 16일","17,421.0","17,108.0","17,447.0","17,052.0","171.73K","1.25%"
"2015년 11월 13일","17,206.0","17,405.0","17,445.0","17,153.0","179.70K","-1.10%"
"2015년 11월 12일","17,398.0","17,651.0","17,715.0","17,391.0","172.36K","-1.46%"
"2015년 11월 11일","17,655.0","17,709.0","17,799.0","17,643.0","111.14K","-0.34%"
"2015년 11월 10일","17,716.0","17,678.0","17,724.0","17,608.0","127.74K","0.23%"
"2015년 11월 09일","17,675.0","17,826.0","17,871.0","17,610.0","146.39K","-0.94%"
"2015년 11월 06일","17,843.0","17,809.0","17,855.0","17,704.0","173.16K","0.23%"
"2015년 11월 05일","17,802.0","17,799.0","17,866.0","17,710.0","126.62K","0.08%"
"2015년 11월 04일","17,787.0","17,836.0","17,906.0","17,756.0","137.07K","-0.30%"
"2015년 11월 03일","17,841.0","17,723.0","17,897.0","17,689.0","104.77K","0.60%"
"2015년 11월 02일","17,735.0","17,598.0","17,764.0","17,527.0","102.67K","0.80%"
"2015년 10월 30일","17,594.0","17,690.0","17,769.0","17,562.0","121.47K","-0.51%"
"2015년 10월 29일","17,684.0","17,678.0","17,707.0","17,603.0","105.57K","-0.10%"
"2015년 10월 28일","17,702.0","17,513.0","17,708.0","17,471.0","155.70K","1.08%"
"2015년 10월 27일","17,513.0","17,541.0","17,555.0","17,459.0","101.07K","-0.10%"
"2015년 10월 26일","17,531.0","17,546.0","17,579.0","17,485.0","95.42K","-0.09%"
"2015년 10월 23일","17,546.0","17,426.0","17,597.0","17,402.0","160.22K","0.79%"
"2015년 10월 22일","17,408.0","17,056.0","17,435.0","17,042.0","177.47K","2.06%"
"2015년 10월 21일","17,056.0","17,094.0","17,223.0","17,041.0","145.72K","-0.30%"
"2015년 10월 20일","17,107.0","17,100.0","17,168.0","17,046.0","101.48K","-0.06%"
"2015년 10월 19일","17,117.0","17,106.0","17,148.0","17,032.0","109.42K","0.01%"
"2015년 10월 16일","17,115.0","17,062.0","17,126.0","17,012.0","108.09K","0.27%"
"2015년 10월 15일","17,069.0","16,826.0","17,072.0","16,825.0","152.44K","1.47%"
"2015년 10월 14일","16,822.0","16,951.0","17,017.0","16,793.0","163.38K","-0.89%"
"2015년 10월 13일","16,973.0","17,051.0","17,076.0","16,920.0","128.11K","-0.39%"
"2015년 10월 12일","17,040.0","16,972.0","17,099.0","16,943.0","67.27K","0.29%"
"2015년 10월 09일","16,991.0","16,948.0","17,026.0","16,910.0","119.04K","0.15%"
"2015년 10월 08일","16,966.0","16,810.0","16,983.0","16,680.0","188.23K","0.90%"
