datetime,US_interest_rate,Gold_Price,Gold_Change,Silver_Price,Silver_Change,US_10_year_rate,10_year_rate_Change,DollarIndex,DollarIndex_Change,USD_KRW_Price,USD_KRW_Change
2016-02-09,0.4,1236.9,-0.1,16.243,-0.02,1.731,-0.97,96.094,-0.5,1198.7,-0.44
2016-02-08,0.4,1238.2,3.36,16.246,8.67,1.748,-5.66,96.581,-0.49,1204.05,-0.19
2016-02-05,0.4,1198,0.03,15.6,-0.47,1.843,-0.16,97.054,0.59,1206.35,1.21
2016-02-04,0.4,1197.7,1.22,15.673,0.75,1.846,-1.96,96.487,-0.84,1191.94,-0.77
2016-02-03,0.4,1183.3,1.13,15.557,2.92,1.883,1.67,97.301,-1.61,1201.14,-0.94
2016-02-02,0.4,1170.1,-0.29,15.116,-0.43,1.852,-5.03,98.893,-0.14,1212.48,0.81
2016-02-01,0.4,1173.5,1,15.181,6.53,1.95,0.88,99.028,-0.63,1202.79,-0.44
2016-01-29,0.4,1161.9,-0.15,15.073,0.02,1.923,-2.98,99.652,1.13,1208.11,0.03
2016-01-28,0.4,1163.7,-0.02,15.07,-1.52,1.982,-1.05,98.539,-0.42,1207.74,-0.09
2016-01-27,0.4,1163.9,-0.29,15.303,-0.71,2.003,0,98.954,-0.18,1208.79,0.88
2016-01-26,0.4,1167.3,1.29,15.412,2.01,2.003,-0.15,99.133,-0.27,1198.2,-0.13
2016-01-25,0.4,1152.4,0.86,15.109,7.54,2.006,-2.57,99.406,-0.25,1199.7,0.18
2016-01-22,0.4,1142.6,-0.09,14.901,-0.23,2.057,1.43,99.651,0.53,1197.57,-0.51
2016-01-21,0.4,1143.6,-0.7,14.936,-0.46,2.028,2.01,99.128,-0.05,1203.76,-0.45
2016-01-20,0.4,1151.7,1.4,15.005,0.01,1.988,-3.31,99.174,0.14,1209.25,0.15
2016-01-19,0.4,1135.8,4.35,15.004,7.94,2.056,0.53,99.036,0.02,1207.49,-0.34
2016-01-18,0.4,1088.5,-0.17,13.9,-0.07,2.0452,0.4,99.02,0,1211.57,-0.27
2016-01-17,0.4,1090.3,-4.15,13.91,-5.87,2.037,-2.58,99.02,-0.14,1214.81,0.59
2016-01-15,0.4,1137.5,1.29,14.777,0.53,2.037,-2.58,99.02,-0.14,1214.81,0.59
2016-01-14,0.4,1123,-1.27,14.699,-3.02,2.091,0,99.155,0.18,1207.74,-0.21
2016-01-13,0.4,1137.4,0.03,15.156,2.74,2.091,-0.67,98.978,-0.05,1210.24,-0.01
2016-01-12,0.4,1137.1,-0.99,14.752,-0.8,2.105,-3.22,99.024,0.24,1210.33,0.46
2016-01-11,0.4,1148.5,-0.28,14.871,6.64,2.175,2.81,98.784,0.19,1204.76,-0.26
2016-01-08,0.4,1151.7,-0.95,14.942,-2.77,2.116,-1.54,98.599,0.33,1207.94,0.89
2016-01-07,0.4,1162.7,0.94,15.367,2.41,2.149,-0.97,98.272,-1,1197.29,-0.27
2016-01-06,0.4,1151.9,1.19,15.005,-0.02,2.17,-3.08,99.266,-0.23,1200.52,0.82
2016-01-05,0.4,1138.4,0.26,15.008,0.86,2.239,-0.18,99.496,0.53,1190.81,0.04
2016-01-04,0.4,1135.5,1.29,14.88,7.13,2.243,-2.09,98.968,0.23,1190.35,1.27
2015-12-31,0.13,1121,0.02,14.845,-0.35,2.269,-1.09,98.745,0.4,1175.95,-0.13
2015-12-30,0.13,1120.8,-0.69,14.897,-0.53,2.294,-0.61,98.354,0.18,1177.51,0.51
2015-12-29,0.13,1128.6,0.04,14.976,0.31,2.308,3.41,98.173,0.23,1171.56,0.23
2015-12-28,0.13,1128.1,-0.69,14.929,4.11,2.232,-1.03,97.95,-0.07,1168.85,-0.18
2015-12-24,0.13,1135.9,0.68,15.425,0.61,2.245,-0.62,98.016,-0.36,1170.03,-0.34
2015-12-23,0.13,1128.2,-0.51,15.331,-0.18,2.259,0.98,98.367,0.13,1174.02,0.2
2015-12-22,0.13,1134,-0.57,15.358,-0.04,2.237,1.91,98.244,-0.13,1171.72,-0.23
2015-12-21,0.13,1140.5,1.53,15.364,9.27,2.195,-0.33,98.369,-0.37,1174.46,-0.67
2015-12-18,0.13,1123.3,1.37,15.136,2.66,2.204,-0.94,98.731,-0.59,1182.43,-0.22
2015-12-17,0.13,1108.1,-2.4,14.744,-3.58,2.225,-3.18,99.32,1.47,1185.04,1.11
2015-12-16,0.13,1135.3,1.38,15.291,3.36,2.298,1.32,97.884,-0.41,1172.02,-0.23
2015-12-15,0.13,1119.8,-0.14,14.794,0.53,2.268,1.93,98.288,0.84,1174.69,-0.81
2015-12-14,0.13,1121.4,-1.09,14.716,5.57,2.225,3.58,97.469,-0.08,1184.32,-0.27
2015-12-11,0.13,1133.8,0.31,14.904,-1.76,2.132,-4.57,97.551,-0.42,1187.58,0.72
2015-12-10,0.13,1130.3,-0.41,15.171,-0.52,2.234,1.04,97.96,0.64,1179.06,-0.25
2015-12-09,0.13,1134.9,0.08,15.251,0.49,2.211,-0.5,97.334,-1.15,1181.96,0.12
2015-12-08,0.13,1134,-0.03,15.177,-1.44,2.222,-0.63,98.468,-0.2,1180.49,0.35
2015-12-07,0.13,1134.3,-0.78,15.398,6.41,2.236,-2.15,98.669,0.33,1176.35,1.09
2015-12-04,0.13,1143.2,2.02,15.597,3.02,2.273,-2.07,98.343,0.73,1163.64,0.83
2015-12-03,0.13,1120.6,0.74,15.14,0.54,2.321,6.57,97.634,-2.39,1154.02,-0.77
2015-12-02,0.13,1112.4,-0.86,15.058,-0.49,2.178,1.54,100.02,0.18,1163.01,0.63
2015-12-01,0.13,1122,-0.17,15.132,-0.44,2.145,-2.85,99.84,-0.37,1155.69,-0.42
2015-11-30,0.13,1123.9,0.84,15.199,8.29,2.208,-0.39,100.21,0.14,1160.61,0.33
2015-11-27,0.13,1114.5,4.08,15.157,6.51,2.222,-0.07,100.073,0.24,1156.83,0.69
2015-11-26,0.13,1070.8,-5.1,14.23,-6.89,2.2236,-0.47,99.83,0,1148.88,0.41
2015-11-25,0.13,1128.4,-0.28,15.283,-0.05,2.234,-0.22,99.83,0.24,1144.21,-0.22
2015-11-24,0.13,1131.6,0.61,15.291,0.84,2.239,-0.18,99.59,-0.27,1146.72,-1.05
2015-11-23,0.13,1124.7,-0.8,15.163,7.35,2.243,-0.93,99.855,0.23,1158.86,0.37
2015-11-20,0.13,1133.8,-0.16,15.226,-0.81,2.264,0.76,99.624,0.57,1154.62,-0.09
2015-11-19,0.13,1135.6,0.77,15.35,0.78,2.247,-1.14,99.064,-0.68,1155.66,-0.91
2015-11-18,0.13,1126.9,0,15.231,-0.54,2.273,0.22,99.745,0.05,1166.3,-0.3
2015-11-17,0.13,1126.9,-1.37,15.313,-0.34,2.268,-0.13,99.7,0.16,1169.77,0.01
2015-11-16,0.13,1142.5,0.11,15.365,6.96,2.271,1.25,99.538,0.45,1169.64,-0.06
2015-11-13,0.13,1141.3,0,15.333,-0.29,2.275,-1.73,99.097,0.39,1170.34,0.95
2015-11-12,0.13,1141.3,-0.36,15.377,-0.29,2.315,-0.69,98.712,-0.45,1159.28,0.35
2015-11-11,0.13,1145.4,-0.35,15.421,-0.56,2.331,-0.21,99.158,-0.23,1155.23,-0.32
2015-11-10,0.13,1149.4,0.02,15.508,-0.41,2.336,-0.55,99.39,0.32,1158.93,0.01
2015-11-09,0.13,1149.2,0.11,15.572,5.86,2.349,0.95,99.076,-0.19,1158.79,0.52
2015-11-06,0.13,1147.9,-1.05,15.845,-1.73,2.325,3.98,99.26,1.23,1152.78,1.31
2015-11-05,0.13,1160.1,-0.09,16.124,-0.57,2.236,0.4,98.05,0.02,1137.91,0.23
2015-11-04,0.13,1161.2,-0.63,16.217,-1.1,2.227,0.41,98.029,0.81,1135.25,0.47
2015-11-03,0.13,1168.6,-1.83,16.398,-1.02,2.218,1.93,97.243,0.25,1129.91,-0.74
2015-11-02,0.13,1190.4,-0.4,16.567,6.85,2.176,1.92,97.003,-0.02,1138.38,-0.24
2015-10-30,0.13,1195.2,-0.55,16.728,0.1,2.146,-1.2,97.019,-0.35,1141.16,-0.09
2015-10-29,0.13,1201.8,-2.24,16.712,-4.02,2.172,3.38,97.364,-0.51,1142.19,-0.3
2015-10-28,0.13,1229.3,0.91,17.412,2.55,2.101,3.14,97.861,0.9,1145.6,0.83
2015-10-27,0.13,1218.2,-0.17,16.979,-0.25,2.037,-1.02,96.992,0.04,1136.14,0.58
2015-10-26,0.13,1220.3,0.13,17.021,7.46,2.058,-1.2,96.955,-0.3,1129.63,-0.56
2015-10-23,0.13,1218.7,-0.77,16.939,-0.07,2.087,2.91,97.243,0.82,1136.01,0.5
2015-10-22,0.13,1228.2,-0.12,16.951,0.76,2.028,0,96.454,1.46,1130.36,-0.85
2015-10-21,0.13,1229.7,-0.9,16.823,-1.22,2.028,-1.98,95.068,0.14,1140.07,0.76
2015-10-20,0.13,1240.9,0.37,17.031,0.42,2.069,2.27,94.939,-0.01,1131.49,-0.05
2015-10-19,0.13,1236.3,-0.83,16.959,5.89,2.023,-0.07,94.953,0.39,1132.06,0.05
2015-10-16,0.13,1246.6,-0.38,17.233,-0.29,2.035,0.79,94.588,0.17,1131.44,0.75
2015-10-15,0.13,1251.4,0.63,17.283,0.26,2.019,2.23,94.43,0.5,1123.04,-1.23
2015-10-14,0.13,1243.6,0.97,17.239,1.15,1.975,-3.28,93.957,-0.88,1137.01,-1.15
2015-10-13,0.13,1231.7,0.05,17.043,0.24,2.042,-1.37,94.79,0.03,1150.29,0.54
2015-10-12,0.13,1231.1,0.71,17.003,7.68,2.0704,-0.94,94.765,-0.12,1144.16,-0.34
2015-10-09,0.13,1222.4,1.03,16.949,0.34,2.09,-0.57,94.883,-0.55,1148.05,-0.43
2015-10-08,0.13,1209.9,-0.34,16.891,-1.89,2.102,1.79,95.407,-0.18,1152.98,-0.5
2015-10-07,0.13,1214,0.22,17.216,0.64,2.065,1.47,95.58,0.02,1158.81,-0.24
2015-10-06,0.13,1211.3,0.65,17.107,1.63,2.035,-1.12,95.563,-0.7,1161.58,0.05
2015-10-05,0.13,1203.5,-0.06,16.832,10.59,2.058,3.72,96.24,0.28,1161.01,-1.03
2015-10-02,0.13,1204.2,1.87,16.383,4.66,1.991,-2.5,95.967,-0.37,1173.1,-0.48
2015-10-01,0.13,1182.1,-0.13,15.653,-0.06,2.042,0.34,96.326,-0.16,1178.71,-0.56
2015-09-30,0.13,1183.6,-1.29,15.663,-0.38,2.035,-1.21,96.48,0.51,1185.29,-0.9
2015-09-29,0.13,1199.1,-0.44,15.723,0.14,2.06,-1.81,95.993,-0.2,1196.02,0
2015-09-28,0.13,1204.4,-1.18,15.701,3.95,2.098,-2.73,96.182,-0.26,1196.04,0.25
2015-09-25,0.13,1218.8,-0.66,16.283,-0.1,2.166,1.79,96.434,0.3,1193.07,0.16
2015-09-24,0.13,1226.9,1.71,16.299,2.15,2.128,-1.07,96.149,-0.06,1191.14,-0.32
2015-09-23,0.13,1206.3,0.56,15.956,0.07,2.151,0.89,96.206,-0.25,1194.94,0.79
2015-09-22,0.13,1199.6,-0.81,15.945,-2.91,2.132,-3.05,96.446,0.43,1185.56,0.6
2015-09-21,0.13,1209.4,-0.39,16.423,8.37,2.199,3.07,96.034,1.09,1178.45,0.46
2015-09-18,0.13,1214.1,1.61,16.363,0.98,2.134,-2.65,94.996,0.34,1173.04,0.53
2015-09-17,0.13,1194.9,-0.12,16.205,0.61,2.192,-4.53,94.677,-0.91,1166.89,-0.28
2015-09-16,0.13,1196.3,1.34,16.106,3.63,2.296,0.17,95.546,-0.25,1170.22,-0.76
2015-09-15,0.13,1180.5,-0.44,15.542,-0.24,2.292,4.99,95.785,0.44,1179.13,-0.31
2015-09-14,0.13,1185.7,0.32,15.579,7.4,2.183,-0.89,95.364,0.18,1182.83,0.01
2015-09-11,0.13,1181.9,-0.51,15.719,-0.96,2.187,-1.8,95.194,-0.26,1182.69,-0.02
2015-09-10,0.13,1187.9,0.61,15.871,0.53,2.227,1.46,95.442,-0.59,1182.93,-0.72
2015-09-09,0.13,1180.7,-1.6,15.788,-1.22,2.195,0.41,96.01,0.02,1191.51,-0.29
2015-09-08,0.13,1199.9,7.14,15.983,10.11,2.186,1.63,95.987,-0.26,1194.96,-0.7
2015-09-07,0.13,1119.9,0,14.515,-0.72,2.1509,0.93,96.24,0,1203.4,0.17
2015-09-06,0.13,1119.9,-6.71,14.62,-7.19,2.131,-1.48,96.24,-0.19,1201.33,0.86
2015-09-04,0.13,1200.5,-0.25,15.752,-1.12,2.131,-1.48,96.24,-0.19,1201.33,0.86
2015-09-03,0.13,1203.5,-0.9,15.931,0.25,2.163,-1.14,96.423,0.6,1191.04,0.59
2015-09-02,0.13,1214.4,-0.56,15.892,0.26,2.188,1.34,95.844,0.42,1184.08,0.34
2015-09-01,0.13,1221.3,0.36,15.85,0.24,2.159,-2.48,95.446,-0.43,1180.05,-0.23
2015-08-31,0.13,1216.9,-0.12,15.812,8.82,2.214,0.87,95.854,-0.29,1182.82,0.25
2015-08-28,0.13,1218.4,0.93,15.772,0.75,2.184,-0.32,96.135,0.5,1179.87,0.49
2015-08-27,0.13,1207.2,-0.15,15.655,2.41,2.191,0.5,95.652,0.55,1174.13,-0.77
2015-08-26,0.13,1209,-1.2,15.287,-3.63,2.18,4.91,95.131,0.62,1183.2,-0.65
2015-08-25,0.13,1223.7,-1.23,15.863,-0.93,2.078,3.28,94.544,1.27,1190.95,0
2015-08-24,0.13,1238.9,-0.63,16.012,4.38,2.012,-0.95,93.356,-1.74,1190.94,-0.41
2015-08-21,0.13,1246.8,0.37,16.57,-1.32,2.045,-1.35,95.005,-1.04,1195.85,0.92
2015-08-20,0.13,1242.2,2.06,16.791,2.05,2.073,-2.63,96.002,-0.38,1184.93,0.07
2015-08-19,0.13,1217.1,0.9,16.453,2.41,2.129,-2.87,96.368,-0.72,1184.16,-0.16
2015-08-18,0.13,1206.3,-0.13,16.066,-3.14,2.192,1.01,97.07,0.26,1186.07,0.23
2015-08-17,0.13,1207.9,0.47,16.586,9.12,2.17,-1.18,96.815,0.29,1183.36,0.34
2015-08-14,0.13,1202.3,-0.23,16.502,-1.07,2.201,0.55,96.533,0.07,1179.33,0.07
2015-08-13,0.13,1205.1,-0.65,16.681,-0.46,2.189,1.91,96.461,0.17,1178.51,0.42
2015-08-12,0.13,1213,1.28,16.758,1.15,2.148,0.23,96.295,-1.07,1173.58,-0.48
2015-08-11,0.13,1197.7,0.16,16.567,-0.08,2.143,-3.99,97.335,0.14,1179.23,1.73
2015-08-10,0.13,1195.8,0.84,16.58,12.6,2.232,2.63,97.202,-0.43,1159.2,-0.47
2015-08-07,0.13,1185.8,0.36,16.105,0.96,2.166,-2.74,97.619,-0.29,1164.7,0.09
2015-08-06,0.13,1181.6,0.38,15.952,0.82,2.227,-1.89,97.906,-0.13,1163.68,-0.87
2015-08-05,0.13,1177.1,-0.14,15.823,0.04,2.27,2.11,98.035,0.01,1173.91,0.39
2015-08-04,0.13,1178.7,0.16,15.817,0.28,2.223,3.4,98.024,0.42,1169.37,-0.14
2015-08-03,0.13,1176.8,-0.53,15.773,7.26,2.15,-2.18,97.616,0.18,1171.04,0.37
2015-07-31,0.13,1183.1,-0.03,16.01,0.22,2.187,-3.1,97.439,-0.26,1166.67,-0.55
2015-07-30,0.13,1183.4,-0.35,15.975,8.42,2.257,-1.4,97.694,0.64,1173.17,0.96
2015-07-29,0.13,1187.5,-0.26,14.734,0.7,2.289,1.73,97.077,0.22,1162.04,0.14
2015-07-28,0.13,1190.6,0,14.631,0.25,2.25,1.53,96.863,0.27,1160.46,-0.61
2015-07-27,0.13,1190.6,0.9,14.594,-0.42,2.216,-2.05,96.605,-0.76,1167.56,-0.24
2015-07-24,0.13,1180,-0.85,14.477,-1.4,2.262,-0.31,97.346,0.12,1170.35,0.71
2015-07-23,0.13,1190.1,0.21,14.683,-0.21,2.269,-2.49,97.226,-0.51,1162.13,0.44
2015-07-22,0.13,1187.6,-0.99,14.714,-0.37,2.327,-0.17,97.722,0.3,1157.04,0.71
2015-07-21,0.13,1199.5,-0.5,14.769,0.16,2.331,-2.06,97.426,-0.75,1148.84,-0.68
2015-07-20,0.13,1205.5,-2.05,14.745,-0.53,2.38,1.41,98.161,0.18,1156.7,0.57
2015-07-17,0.13,1230.7,-1.01,14.82,-0.96,2.347,-0.38,97.989,0.19,1150.18,0.3
2015-07-16,0.13,1243.2,-0.25,14.964,-0.43,2.356,0,97.806,0.54,1146.79,-0.06
2015-07-15,0.13,1246.3,-0.49,15.028,-1.75,2.356,-1.71,97.279,0.51,1147.51,0.38
2015-07-14,0.13,1252.4,-0.21,15.295,-0.91,2.397,-2,96.784,-0.22,1143.21,0.58
2015-07-13,0.13,1255,-0.13,15.436,-1.15,2.446,2.34,96.998,0.86,1136.59,0.48
2015-07-10,0.13,1256.6,0.12,15.468,0.8,2.401,3.63,96.172,-0.64,1131.2,-0.09
2015-07-09,0.13,1255.1,-0.28,15.345,1.31,2.317,5.46,96.788,0.33,1132.22,-0.29
2015-07-08,0.13,1258.6,0.73,15.147,1.32,2.197,-2.57,96.472,-0.62,1135.53,0.06
2015-07-07,0.13,1249.5,-1.66,14.95,-4.93,2.255,-1.53,97.076,0.62,1134.8,0.77
2015-07-06,0.13,1270.6,8.8,15.726,0.26,2.29,0.77,96.477,0.19,1126.09,0.31
2015-07-03,0.13,1167.8,-7.43,15.653,0.75,2.386,-1.69,96.29,0,1122.6,-0.08
2015-07-02,0.13,1261.5,-0.55,15.537,-0.1,2.386,-1.69,96.29,-0.23,1123.5,-0.15
2015-07-01,0.13,1268.5,-0.18,15.552,0.01,2.427,3.32,96.509,0.89,1125.21,0.46
2015-06-30,0.13,1270.8,-0.56,15.551,-0.72,2.349,0.9,95.661,0.75,1120.03,-0.01
2015-06-29,0.13,1278,0.38,15.664,-1.66,2.328,1.02,94.95,-0.73,1120.16,-0.25
2015-06-26,0.13,1273.1,0.22,15.735,-0.44,2.474,2.57,95.651,0.28,1122.95,0.99
2015-06-25,0.13,1270.3,-0.06,15.805,-0.27,2.412,1.64,95.387,-0.03,1111.98,0.16
2015-06-24,0.13,1271,-0.3,15.848,0.74,2.373,-1.7,95.418,-0.24,1110.18,0.31
2015-06-23,0.13,1274.8,-0.57,15.732,-2.51,2.414,1.68,95.645,1.2,1106.73,0.49
2015-06-22,0.13,1282.1,-1.33,16.137,0.37,2.374,3.76,94.515,0.26,1101.38,-0.16
2015-06-19,0.13,1299.4,-0.11,16.104,-0.27,2.261,-3.13,94.272,0.03,1103.2,-0.22
2015-06-18,0.13,1300.8,1.87,16.148,1.3,2.334,0.6,94.241,-0.26,1105.58,-0.86
2015-06-17,0.13,1276.9,-0.2,15.94,-0.11,2.32,0.48,94.49,-0.81,1115.15,-0.32
2015-06-16,0.13,1279.4,-0.5,15.958,-0.73,2.309,-2.16,95.262,0.14,1118.74,0.19
2015-06-15,0.13,1285.8,0.37,16.076,0.58,2.36,0.41,95.129,0.15,1116.62,0.4
2015-06-12,0.13,1281,-0.12,15.818,-0.85,2.39,0.38,94.987,0.01,1112.17,-0.11
2015-06-11,0.13,1282.6,-0.47,15.953,0.01,2.381,-4.22,94.98,0.35,1113.44,0.23
