날짜,종가,오픈,고가,저가,거래량,변동 %
2021년 04월 26일,25.99,25.995,26.177,25.905,-,-0.02%
2021년 04월 25일,25.995,25.992,26.045,25.965,-,-0.31%
2021년 04월 23일,26.075,26.195,26.47,25.89,63.84K,-0.40%
2021년 04월 22일,26.18,26.65,26.67,26.025,84.13K,-1.47%
2021년 04월 21일,26.57,25.88,26.73,25.795,94.21K,2.83%
2021년 04월 20일,25.84,25.875,26.15,25.725,70.92K,0.01%
2021년 04월 19일,25.837,26.055,26.28,25.67,68.09K,-0.58%
2021년 04월 18일,25.988,26.035,26.062,25.973,-,-0.45%
2021년 04월 16일,26.105,25.94,26.38,25.795,58.50K,0.54%
2021년 04월 15일,25.964,25.48,26.07,25.38,72.56K,1.72%
2021년 04월 14일,25.524,25.405,25.59,25.235,56.47K,0.39%
2021년 04월 13일,25.426,24.83,25.54,24.68,77.44K,2.25%
2021년 04월 12일,24.867,25.3,25.33,24.725,65.06K,-1.73%
2021년 04월 11일,25.305,25.315,25.32,25.253,-,-0.08%
2021년 04월 09일,25.325,25.53,25.555,25.01,60.53K,-1.02%
2021년 04월 08일,25.585,25.21,25.675,25.02,65.65K,1.34%
2021년 04월 07일,25.247,25.21,25.33,24.895,44.35K,0.08%
2021년 04월 06일,25.227,24.905,25.355,24.795,53.64K,1.80%
2021년 04월 05일,24.78,25.05,25.14,24.66,39.25K,-1.07%
2021년 04월 04일,25.047,25.003,25.062,24.965,-,0.40%
2021년 04월 01일,24.948,24.46,25.045,24.27,63.17K,1.70%
2021년 03월 31일,24.532,24.045,24.565,23.74,65.79K,1.64%
2021년 03월 30일,24.137,24.725,24.77,23.88,72.66K,-2.56%
2021년 03월 29일,24.771,25.105,25.15,24.48,52.99K,-1.24%
2021년 03월 28일,25.082,25.133,25.145,25.038,-,-0.13%
2021년 03월 26일,25.114,25.15,25.335,24.92,42.08K,0.27%
2021년 03월 25일,25.047,25.17,25.255,24.435,86.47K,-0.73%
2021년 03월 24일,25.231,25.12,25.43,25.02,42.91K,0.02%
2021년 03월 23일,25.227,25.85,25.915,25.05,63.34K,-2.10%
2021년 03월 22일,25.769,26.34,26.35,25.45,62.03K,-0.71%
2021년 03월 21일,25.953,26.337,26.337,25.933,-,-1.40%
2021년 03월 19일,26.321,26.15,26.4,25.925,51.79K,-0.11%
2021년 03월 18일,26.351,26.4,26.74,25.875,76.40K,1.12%
2021년 03월 17일,26.058,26.005,26.615,25.805,55.13K,0.21%
2021년 03월 16일,26.003,26.34,26.405,25.885,47.61K,-1.08%
2021년 03월 15일,26.288,26.07,26.39,25.845,48.44K,0.88%
2021년 03월 14일,26.058,25.983,26.157,25.977,-,0.57%
2021년 03월 12일,25.911,26.195,26.235,25.425,56.88K,-1.08%
2021년 03월 11일,26.193,26.315,26.545,25.885,55.08K,0.24%
2021년 03월 10일,26.13,26.025,26.315,25.61,53.39K,-0.20%
2021년 03월 09일,26.183,25.17,26.22,25.09,69.61K,3.62%
2021년 03월 08일,25.269,25.4,25.965,24.97,61.34K,-0.87%
2021년 03월 07일,25.49,25.39,25.615,25.39,-,0.80%
2021년 03월 05일,25.287,25.385,25.505,24.845,79.26K,-0.68%
2021년 03월 04일,25.461,26.175,26.385,25.08,95.00K,-3.51%
2021년 03월 03일,26.387,26.86,26.915,25.875,82.46K,-1.83%
2021년 03월 02일,26.879,26.63,26.985,25.82,82.14K,0.75%
2021년 03월 01일,26.678,26.7,27.175,26.51,71.64K,-0.57%
2021년 02월 28일,26.832,26.668,26.84,26.63,-,1.48%
2021년 02월 26일,26.44,27.53,27.65,26.16,116.75K,-4.50%
2021년 02월 25일,27.685,28.08,28.345,27.345,109.69K,-0.87%
2021년 02월 24일,27.928,27.785,28.15,27.415,62.15K,0.67%
2021년 02월 23일,27.742,28.31,28.47,27.335,65.50K,-1.38%
2021년 02월 22일,28.131,27.59,28.39,27.37,49.41K,2.38%
2021년 02월 21일,27.477,27.308,27.63,27.308,-,0.67%
2021년 02월 19일,27.293,27.145,27.74,26.155,28.35K,0.65%
2021년 02월 18일,27.118,27.49,27.625,26.94,21.76K,-0.87%
2021년 02월 17일,27.357,27.345,27.53,26.96,13.70K,-0.04%
2021년 02월 16일,27.368,27.505,28.105,26.91,22.02K,-1.10%
2021년 02월 15일,27.672,27.503,27.802,27.468,-,0.59%
2021년 02월 14일,27.51,27.395,27.615,27.395,-,0.52%
2021년 02월 12일,27.368,27.085,27.535,26.97,10.80K,1.02%
2021년 02월 11일,27.091,27.155,27.385,26.8,16.27K,-0.11%
2021년 02월 10일,27.12,27.4,27.625,26.925,15.51K,-1.16%
2021년 02월 09일,27.439,27.4,27.895,27.17,16.36K,-0.59%
2021년 02월 08일,27.602,27.185,27.73,26.965,17.25K,0.95%
2021년 02월 07일,27.343,27.027,27.39,26.825,-,1.05%
2021년 02월 05일,27.058,26.465,27.135,26.31,19.65K,3.00%
2021년 02월 04일,26.271,27.005,27.025,25.98,6.27K,-2.40%
2021년 02월 03일,26.918,26.735,27.26,26.58,8.37K,1.84%
2021년 02월 02일,26.431,28.84,29.015,26.385,18.37K,-9.99%
2021년 02월 01일,29.364,28.41,30.04,28.155,35.17K,1.89%
2021년 01월 31일,28.82,27.055,29.223,27.055,-,6.93%
2021년 01월 29일,26.953,26.63,27.795,26.215,10.56K,3.79%
2021년 01월 28일,25.968,25.36,27.145,24.955,11.33K,2.07%
2021년 01월 27일,25.442,25.585,25.585,24.775,4.23K,-0.57%
2021년 01월 26일,25.589,25.45,25.76,25.3,2.55K,0.22%
2021년 01월 25일,25.534,25.62,25.88,25.29,2.49K,-0.32%
2021년 01월 24일,25.615,25.497,25.68,25.455,-,0.05%
2021년 01월 22일,25.603,26.045,26.045,25.09,2.76K,-1.15%
2021년 01월 21일,25.901,25.94,26.165,25.745,2.08K,0.33%
2021년 01월 20일,25.817,25.345,25.995,25.14,2.73K,1.75%
2021년 01월 19일,25.373,24.85,25.52,24.095,3.07K,1.31%
2021년 01월 18일,25.045,24.25,25.2,24.25,-,3.27%
2021년 01월 17일,24.253,24.812,24.89,24.22,-,-2.67%
2021년 01월 15일,24.919,25.65,25.91,24.67,2.80K,-3.64%
2021년 01월 14일,25.861,25.43,26.025,25.175,2.58K,0.91%
2021년 01월 13일,25.629,25.745,25.835,25.3,2.42K,0.53%
2021년 01월 12일,25.495,25.11,25.775,25.11,2.70K,0.60%
2021년 01월 11일,25.343,25.52,25.65,24.425,4.68K,0.84%
2021년 01월 10일,25.133,25.358,25.59,24.915,-,1.76%
2021년 01월 08일,24.699,27.32,27.32,24.605,4.79K,-9.63%
2021년 01월 07일,27.33,27.45,27.55,27.09,1.56K,0.80%
2021년 01월 06일,27.112,27.805,28.15,26.785,2.75K,-2.16%
2021년 01월 05일,27.711,27.39,27.915,27.235,1.25K,1.01%
2021년 01월 04일,27.434,26.825,27.81,26.825,4.16K,1.58%
2021년 01월 03일,27.008,26.56,27.085,26.552,-,1.82%
2021년 01월 01일,26.525,26.525,26.525,26.525,-,0.20%
2020년 12월 31일,26.473,26.855,26.91,26.42,0.70K,-0.60%
2020년 12월 30일,26.633,26.395,26.89,26.385,2.23K,1.36%
2020년 12월 29일,26.276,26.57,26.815,26.135,1.62K,-1.20%
2020년 12월 28일,26.596,26.245,27,26.145,1.86K,1.14%
2020년 12월 27일,26.295,25.91,26.305,25.91,-,1.27%
2020년 12월 24일,25.964,25.795,26.125,25.65,0.66K,-0.05%
2020년 12월 23일,25.976,25.425,26,25.34,1.54K,1.52%
2020년 12월 22일,25.588,26.495,26.825,25.3,1.97K,-3.19%
2020년 12월 21일,26.431,26.195,27.595,25.185,2.39K,1.60%
2020년 12월 20일,26.015,26.075,26.075,26.005,-,-0.26%
2020년 12월 18일,26.083,26.185,26.335,25.925,2.44K,-0.58%
2020년 12월 17일,26.234,25.57,26.355,25.41,1.55K,4.50%
2020년 12월 16일,25.104,24.68,25.68,24.64,1.87K,1.67%
2020년 12월 15일,24.691,24.04,24.745,24.04,2.07K,2.48%
2020년 12월 14일,24.093,24.215,24.405,23.825,1.45K,0.08%
2020년 12월 13일,24.073,24.062,24.165,24.038,-,-0.26%
2020년 12월 11일,24.135,24.205,24.26,23.77,1.65K,-0.02%
2020년 12월 10일,24.139,24.135,24.45,23.88,1.50K,0.40%
2020년 12월 09일,24.042,24.745,24.745,23.775,2.62K,-3.02%
2020년 12월 08일,24.791,24.775,25.065,24.63,2.00K,-0.26%
2020년 12월 07일,24.856,24.295,24.995,23.705,1.73K,2.48%
2020년 12월 06일,24.255,24.285,24.365,24.215,-,-0.25%
2020년 12월 04일,24.316,24.26,24.645,24.135,1.61K,0.49%
2020년 12월 03일,24.197,24.14,24.46,23.92,2.70K,0.23%
2020년 12월 02일,24.142,24.16,24.47,23.775,1.99K,-0.05%
2020년 12월 01일,24.155,22.81,24.225,22.755,2.28K,6.59%
2020년 11월 30일,22.661,22.825,22.895,22.065,1.52K,-0.33%
2020년 11월 29일,22.735,22.78,22.785,22.727,-,0.11%
2020년 11월 27일,22.711,23.555,23.62,22.5,1.14K,-2.17%
2020년 11월 26일,23.215,23.395,23.505,23.19,-,-1.29%
2020년 11월 25일,23.519,23.48,23.695,23.32,0.80K,0.13%
2020년 11월 24일,23.489,23.505,23.7,23.185,3.86K,-1.40%
2020년 11월 23일,23.823,24.5,24.535,23.7,1.33K,-1.80%
2020년 11월 22일,24.26,24.207,24.262,24.148,-,-1.23%
2020년 11월 20일,24.561,24.385,24.73,24.28,1.36K,1.34%
2020년 11월 19일,24.237,24.515,24.515,23.975,0.84K,-1.62%
2020년 11월 18일,24.636,24.65,24.93,24.595,0.30K,-0.83%
2020년 11월 17일,24.842,25.045,25.045,24.645,0.96K,-0.63%
2020년 11월 16일,24.999,25.255,25.33,24.6,0.39K,0.90%
2020년 11월 15일,24.775,24.738,24.83,24.725,-,-0.87%
2020년 11월 13일,24.993,24.575,25.055,24.51,0.64K,1.90%
2020년 11월 12일,24.526,24.57,24.675,24.4,1.16K,0.17%
2020년 11월 11일,24.484,24.645,24.645,24.1,1.57K,-0.82%
2020년 11월 10일,24.687,24.25,24.775,24.245,2.35K,3.21%
2020년 11월 09일,23.919,26.275,26.275,23.875,1.76K,-8.20%
2020년 11월 08일,26.055,25.71,26.13,25.71,-,0.60%
2020년 11월 06일,25.9,25.555,26.17,25.365,2.14K,1.92%
2020년 11월 05일,25.412,24.725,25.74,24.725,0.84K,5.35%
2020년 11월 04일,24.122,24.74,24.74,23.775,0.71K,-1.89%
2020년 11월 03일,24.586,24.41,24.665,24.345,0.66K,1.20%
2020년 11월 02일,24.295,23.72,24.46,23.72,0.86K,3.35%
2020년 11월 01일,23.508,23.695,23.715,23.462,-,-1.64%
2020년 10월 30일,23.9,23.635,24.12,23.5,1.01K,1.20%
2020년 10월 29일,23.616,23.785,23.785,22.875,0.51K,0.03%
2020년 10월 28일,23.609,24.87,24.87,23.37,0.32K,-4.89%
2020년 10월 27일,24.822,24.85,25,24.525,0.38K,0.60%
2020년 10월 26일,24.674,24.7,24.82,24.5,0.20K,0.61%
2020년 10월 25일,24.525,24.672,24.74,24.247,-,-1.65%
2020년 10월 23일,24.936,25.11,25.17,24.8,0.24K,-0.19%
2020년 10월 22일,24.984,25.1,25.285,24.84,0.42K,-2.07%
2020년 10월 21일,25.512,25.55,25.68,25.315,0.45K,1.01%
2020년 10월 20일,25.256,24.865,25.26,24.795,0.51K,1.11%
2020년 10월 19일,24.978,24.525,25.36,24.525,0.38K,2.67%
2020년 10월 18일,24.328,24.315,24.365,24.262,-,-1.44%
2020년 10월 16일,24.683,24.71,24.82,24.57,0.37K,0.75%
2020년 10월 15일,24.5,24.5,24.69,23.94,0.83K,-0.81%
2020년 10월 14일,24.699,24.565,25,24.565,0.79K,1.08%
2020년 10월 13일,24.434,25.4,25.515,24.35,1.56K,-4.46%
2020년 10월 12일,25.574,25.885,25.885,25.245,1.65K,0.88%
2020년 10월 11일,25.352,25.317,25.457,25.2,-,-0.18%
2020년 10월 09일,25.398,24.38,25.57,24.38,1.30K,5.25%
2020년 10월 08일,24.131,24.155,24.495,24.075,1.85K,-0.20%
2020년 10월 07일,24.179,24,24.335,23.79,1.94K,0.15%
2020년 10월 06일,24.142,24.755,24.825,23.34,0.27K,-2.60%
2020년 10월 05일,24.786,24.16,24.82,24.05,0.20K,3.15%
2020년 10월 04일,24.03,23.895,24.065,23.83,-,-0.91%
2020년 10월 02일,24.251,24.43,24.43,24.06,0.25K,-0.92%
2020년 10월 01일,24.477,23.85,24.51,23.85,0.25K,3.17%
2020년 09월 30일,23.724,24.46,24.46,23.66,0.55K,-3.77%
2020년 09월 29일,24.654,24.125,24.66,23.89,0.22K,3.56%
2020년 09월 28일,23.807,22.88,24.035,22.88,0.08K,3.15%
2020년 09월 27일,23.08,23.038,23.188,22.995,-,-0.95%
2020년 09월 25일,23.301,23.45,23.52,22.935,0.07K,-0.41%
2020년 09월 24일,23.398,22.5,23.53,22.125,0.29K,0.30%
2020년 09월 23일,23.327,24.64,24.68,23.005,0.52K,-5.79%
2020년 09월 22일,24.76,25.5,25.5,24.415,0.17K,0.53%
2020년 09월 21일,24.63,27.03,27.03,24.59,0.30K,-8.39%
2020년 09월 20일,26.885,27.008,27.008,26.677,-,-1.82%
2020년 09월 18일,27.382,27.535,27.8,27.26,0.06K,0.10%
2020년 09월 17일,27.354,27.255,27.48,26.685,0.24K,-1.38%
2020년 09월 16일,27.736,27.915,27.96,27.33,0.06K,0.01%
2020년 09월 15일,27.732,27.985,28.11,27.625,0.15K,0.38%
2020년 09월 14일,27.628,27.305,27.765,27.235,0.22K,2.43%
2020년 09월 13일,26.973,26.927,26.995,26.85,-,-0.56%
2020년 09월 11일,27.126,27.21,27.39,27.11,0.16K,-1.54%
2020년 09월 10일,27.549,27.51,27.99,27.22,0.21K,0.73%
2020년 09월 09일,27.348,27.02,27.54,26.915,0.22K,0.27%
2020년 09월 08일,27.273,27.46,27.5,26.72,0.30K,0.77%
2020년 09월 07일,27.065,27.047,27.38,26.828,-,0.08%
2020년 09월 06일,27.043,27.075,27.192,27.01,-,0.18%
2020년 09월 04일,26.994,27.175,27.28,26.775,0.18K,-0.61%
2020년 09월 03일,27.161,27.525,27.805,27.03,0.82K,-2.02%
2020년 09월 02일,27.72,28.505,28.505,27.65,0.88K,-4.10%
2020년 09월 01일,28.905,29.08,29.315,28.62,0.18K,0.16%
2020년 08월 31일,28.859,28.36,28.89,28.36,1.23K,2.24%
2020년 08월 30일,28.227,27.812,28.462,27.812,-,0.56%
2020년 08월 28일,28.07,27.735,28.11,27.735,0.28K,2.03%
2020년 08월 27일,27.511,27.845,28.49,27.27,0.12K,-1.40%
2020년 08월 26일,27.903,26.91,28,26.91,0.22K,4.56%
2020년 08월 25일,26.687,27.225,27.225,26.81,0.22K,-1.36%
2020년 08월 24일,27.054,27.025,27.22,26.955,0.15K,1.48%
2020년 08월 23일,26.66,26.78,26.9,26.54,-,-1.79%
2020년 08월 21일,27.146,27.4,27.4,26.67,0.28K,-1.65%
2020년 08월 20일,27.602,27.575,27.9,27.265,0.16K,-0.71%
2020년 08월 19일,27.798,27.97,28.16,27.145,0.25K,-2.64%
2020년 08월 18일,28.553,27.9,28.985,27.9,0.15K,1.57%
2020년 08월 17일,28.113,27.4,28.11,27.4,0.19K,7.19%
2020년 08월 16일,26.227,26.578,26.885,26.18,-,-1.18%
2020년 08월 14일,26.539,27.56,27.585,26.46,0.27K,-5.90%
2020년 08월 13일,28.203,26.46,28.27,26.44,0.64K,6.37%
2020년 08월 12일,26.514,26.275,26.805,24.25,0.48K,-0.36%
2020년 08월 11일,26.61,29.66,29.66,25.4,0.50K,-10.88%
2020년 08월 10일,29.857,29.17,30.125,28.93,0.58K,5.69%
2020년 08월 09일,28.25,28.355,28.565,27.962,-,0.07%
2020년 08월 07일,28.23,30.09,30.595,28.22,0.44K,-3.17%
2020년 08월 06일,29.155,28.515,29.2,28.515,0.28K,5.63%
2020년 08월 05일,27.601,26.715,27.84,26.6,0.29K,3.37%
2020년 08월 04일,26.7,25.05,26.72,25.05,0.19K,6.53%
2020년 08월 03일,25.063,25.575,25.575,24.81,0.33K,1.26%
2020년 08월 02일,24.75,24.545,25.267,24.315,-,-0.60%
2020년 07월 31일,24.899,24.315,25.01,24.315,0.23K,3.44%
2020년 07월 30일,24.071,25.08,25.08,24,0.04K,-3.82%
2020년 07월 29일,25.026,24.88,25.395,24.525,0.15K,0.26%
2020년 07월 28일,24.96,26.745,26.745,24.21,0.08K,-0.75%
2020년 07월 27일,25.149,24.975,25.2,24.975,0.08K,7.59%
2020년 07월 26일,23.375,22.97,23.44,22.965,-,-0.38%
2020년 07월 24일,23.463,23.49,23.67,23.37,0.09K,-0.52%
2020년 07월 23일,23.585,23.61,23.61,23.595,0.08K,-0.52%
2020년 07월 22일,23.708,22.81,23.855,22.77,0.14K,7.46%
2020년 07월 21일,22.063,21.545,22.02,21.545,0.16K,6.64%
2020년 07월 20일,20.689,20.195,20.715,20.19,0.09K,4.88%
2020년 07월 19일,19.727,19.755,19.76,19.71,-,-2.62%
2020년 07월 17일,20.258,19.92,20.05,19.82,0.06K,1.31%
2020년 07월 16일,19.996,20.085,20.085,20.085,0.03K,-0.92%
2020년 07월 15일,20.181,20.16,20.205,20.16,0.08K,1.24%
2020년 07월 14일,19.934,19.9,19.9,19.9,0.05K,-1.40%
2020년 07월 13일,20.218,20.218,20.218,20.218,0.10K,5.48%
2020년 07월 12일,19.168,19.075,19.203,19.058,-,-1.76%
2020년 07월 10일,19.512,19.525,19.525,19.525,0.01K,0.46%
2020년 07월 09일,19.423,19.88,19.88,19.88,0.05K,-0.97%
2020년 07월 08일,19.614,19.34,19.34,19.34,0.10K,2.32%
2020년 07월 07일,19.169,18.905,19.245,18.905,0.35K,0.66%
2020년 07월 06일,19.043,19.025,19.17,19.025,0.30K,3.88%
2020년 07월 05일,18.332,18.335,18.363,18.3,-,0.09%
2020년 07월 03일,18.315,18.25,18.345,18.223,-,-2.41%
2020년 07월 02일,18.768,18.61,18.865,18.61,0.33K,0.65%
2020년 07월 01일,18.646,18.975,18.975,18.525,0.30K,-2.06%
2020년 06월 30일,19.038,18.475,19.055,18.465,0.02K,3.11%
2020년 06월 29일,18.464,18.565,18.565,18.565,0.01K,2.55%
2020년 06월 28일,18.005,17.878,18.098,17.878,-,-3.04%
2020년 06월 26일,18.569,18.585,18.585,18.175,0.05K,0.58%
2020년 06월 25일,18.462,18.115,18.48,18.105,0.06K,1.18%
2020년 06월 24일,18.247,18.4,18.4,18.255,0.03K,-2.31%
2020년 06월 23일,18.679,18.44,18.73,18.44,0.18K,0.85%
2020년 06월 22일,18.522,18.605,18.795,18.52,0.03K,3.07%
2020년 06월 21일,17.97,17.837,17.983,17.837,-,-2.76%
2020년 06월 19일,18.48,18.505,18.6,18.485,0.03K,1.98%
2020년 06월 18일,18.122,18.095,18.12,18.05,0.01K,-1.45%
2020년 06월 17일,18.388,18.37,18.38,18.37,0.01K,0.82%
2020년 06월 16일,18.238,18.2,18.2,18.2,0.14K,1.38%
2020년 06월 15일,17.989,18.115,18.115,18.115,0.02K,2.30%
2020년 06월 14일,17.585,17.562,17.617,17.51,-,-2.77%
2020년 06월 12일,18.086,18.2,18.2,18.2,0.00K,-2.30%
2020년 06월 11일,18.512,18.64,18.64,18.37,0.01K,0.45%
2020년 06월 10일,18.429,18.429,18.429,18.429,0.14K,-0.23%
2020년 06월 09일,18.471,18.525,18.61,18.47,0.04K,-0.76%
2020년 06월 08일,18.613,18.505,18.525,18.505,0.20K,5.86%
2020년 06월 07일,17.582,17.575,17.595,17.512,-,-3.18%
2020년 06월 05일,18.16,18.355,18.355,18.03,0.08K,-2.55%
2020년 06월 04일,18.635,18.445,18.48,18.445,0.29K,0.66%
2020년 06월 03일,18.513,18.513,18.513,18.513,0.19K,-1.53%
2020년 06월 02일,18.8,19.155,19.155,18.785,0.58K,-2.47%
2020년 06월 01일,19.277,19.277,19.277,19.277,0.15K,3.18%
2020년 05월 31일,18.683,18.47,18.755,18.47,-,-0.54%
2020년 05월 29일,18.785,18.785,18.785,18.785,0.10K,2.88%
2020년 05월 28일,18.259,18.259,18.259,18.259,61.04K,1.20%
2020년 05월 27일,18.043,18.043,18.043,18.043,65.07K,0.93%
2020년 05월 26일,17.877,17.877,17.877,17.877,0.00K,1.33%
2020년 05월 25일,17.642,17.637,17.685,17.37,-,-0.02%
2020년 05월 24일,17.645,17.675,17.703,17.617,-,-1.77%
2020년 05월 22일,17.963,17.945,17.945,17.89,0.02K,2.09%
2020년 05월 21일,17.596,17.905,17.905,17.74,0.00K,-3.53%
2020년 05월 20일,18.239,18.16,18.16,18.16,0.01K,0.71%
2020년 05월 19일,18.111,18.07,18.075,18.045,0.03K,2.31%
2020년 05월 18일,17.702,17.965,17.965,17.965,0.00K,2.09%
2020년 05월 17일,17.34,17.11,17.4,17.11,-,0.26%
2020년 05월 15일,17.295,17.17,17.32,17.17,0.03K,5.45%
2020년 05월 14일,16.401,16.36,16.36,16.36,0.00K,2.80%
2020년 05월 13일,15.954,15.93,15.93,15.93,0.00K,-0.41%
2020년 05월 12일,16.02,16.02,16.02,16.02,35.61K,0.37%
2020년 05월 11일,15.961,15.961,15.961,15.961,37.38K,0.67%
2020년 05월 10일,15.855,15.79,15.87,15.75,-,-1.18%
2020년 05월 08일,16.045,16.045,16.045,16.045,0.00K,1.19%
2020년 05월 07일,15.857,15.857,15.857,15.857,0.00K,3.70%
2020년 05월 06일,15.291,15.29,15.29,15.29,0.00K,-0.55%
2020년 05월 05일,15.376,15.376,15.376,15.376,0.01K,2.00%
2020년 05월 04일,15.074,15.105,15.13,15.035,0.04K,0.69%
2020년 05월 03일,14.97,15.01,15.12,14.805,-,-1.83%
2020년 05월 01일,15.249,15.245,15.25,15.245,0.01K,-0.12%
2020년 04월 30일,15.268,15.268,15.268,15.268,0.05K,-1.83%
2020년 04월 29일,15.552,15.76,15.76,15.76,0.01K,0.10%
2020년 04월 28일,15.536,15.42,15.42,15.42,0.03K,0.45%
2020년 04월 27일,15.467,15.57,15.57,15.46,0.03K,0.66%
2020년 04월 26일,15.365,15.35,15.39,15.29,-,-1.23%
2020년 04월 24일,15.557,15.557,15.557,15.557,18.75K,-0.52%
2020년 04월 23일,15.638,15.638,15.638,15.638,0.03K,0.13%
2020년 04월 22일,15.617,15.617,15.617,15.617,15.04K,3.48%
2020년 04월 21일,15.092,15.14,15.14,15.025,0.00K,-4.78%
2020년 04월 20일,15.85,15.895,15.895,15.61,0.03K,3.97%
2020년 04월 19일,15.245,15.29,15.355,15.235,-,-2.06%
2020년 04월 17일,15.565,15.755,15.755,15.54,0.06K,-2.21%
2020년 04월 16일,15.916,15.905,15.93,15.875,0.01K,0.70%
2020년 04월 15일,15.806,15.865,15.865,15.84,0.01K,-4.21%
2020년 04월 14일,16.501,16.47,16.47,16.47,0.03K,3.64%
2020년 04월 13일,15.922,15.675,15.795,15.675,0.01K,1.00%
2020년 04월 12일,15.765,15.865,15.973,15.732,-,-0.94%
2020년 04월 10일,15.915,15.915,15.915,15.915,-,-3.22%
2020년 04월 09일,16.444,16.444,16.444,16.444,0.02K,6.13%
2020년 04월 08일,15.494,15.494,15.494,15.494,0.15K,-1.23%
2020년 04월 07일,15.687,15.8,15.8,15.69,0.17K,2.30%
2020년 04월 06일,15.335,15.335,15.335,15.335,0.25K,5.54%
2020년 04월 05일,14.53,14.5,14.57,14.357,-,-1.05%
2020년 04월 03일,14.684,14.684,14.684,14.684,0.43K,-1.20%
2020년 04월 02일,14.863,14.863,14.863,14.863,0.15K,4.94%
2020년 04월 01일,14.164,14.164,14.164,14.164,5.53K,-1.17%
2020년 03월 31일,14.331,14.331,14.331,14.331,0.01K,0.06%
2020년 03월 30일,14.322,14.322,14.322,14.322,6.31K,-1.59%
2020년 03월 29일,14.553,14.565,14.71,14.473,-,-1.00%
2020년 03월 27일,14.7,14.7,14.7,14.7,6.94K,-0.51%
2020년 03월 26일,14.775,14.775,14.775,14.775,4.26K,-1.15%
2020년 03월 25일,14.947,14.5,14.5,14.5,0.00K,4.01%
2020년 03월 24일,14.371,13.625,13.625,13.625,0.00K,7.03%
2020년 03월 23일,13.427,12.78,12.78,12.635,0.01K,7.98%
2020년 03월 22일,12.435,12.643,12.662,12.29,-,-0.70%
2020년 03월 20일,12.523,12.625,12.625,12.625,0.04K,1.94%
2020년 03월 19일,12.285,12.37,12.37,12.085,0.00K,3.11%
2020년 03월 18일,11.915,11.915,11.915,11.915,8.80K,-5.74%
2020년 03월 17일,12.64,12.64,12.64,12.64,0.00K,-2.45%
2020년 03월 16일,12.958,13.305,13.305,13.305,0.00K,-12.33%
2020년 03월 15일,14.78,14.655,15.245,14.655,-,0.83%
2020년 03월 13일,14.658,14.658,14.658,14.658,0.00K,-9.43%
2020년 03월 12일,16.184,16.184,16.184,16.184,0.00K,-4.62%
2020년 03월 11일,16.968,16.945,16.965,16.905,0.02K,-1.07%
2020년 03월 10일,17.151,17.151,17.151,17.151,4.98K,-0.59%
2020년 03월 09일,17.252,17.252,17.252,17.252,0.02K,-1.37%
2020년 03월 08일,17.492,17.343,17.6,17.343,-,-0.07%
2020년 03월 06일,17.505,17.415,17.415,17.415,0.00K,-0.89%
2020년 03월 05일,17.663,17.663,17.663,17.663,3.00K,0.75%
2020년 03월 04일,17.532,17.532,17.532,17.532,4.81K,0.20%
2020년 03월 03일,17.497,17.497,17.497,17.497,5.60K,2.56%
2020년 03월 02일,17.06,17.06,17.06,17.06,3.50K,2.99%
2020년 03월 01일,16.565,16.625,16.71,16.445,-,-1.46%
2020년 02월 28일,16.811,16.9,16.95,16.9,0.02K,-7.20%
2020년 02월 27일,18.116,18.375,18.375,18.375,0.00K,-0.96%
2020년 02월 26일,18.292,18.35,18.43,18.35,0.02K,-1.91%
2020년 02월 25일,18.649,18.649,18.649,18.649,14.01K,-3.57%
2020년 02월 24일,19.339,19.339,19.339,19.339,5.31K,3.71%
2020년 02월 23일,18.648,18.457,18.793,18.457,-,-1.82%
2020년 02월 21일,18.993,18.993,18.993,18.993,1.87K,1.11%
2020년 02월 20일,18.785,18.785,18.785,18.785,4.22K,0.05%
2020년 02월 19일,18.776,18.725,18.865,18.725,0.03K,0.89%
2020년 02월 18일,18.611,18.611,18.611,18.611,3.16K,4.63%
2020년 02월 17일,17.788,17.712,17.863,17.703,-,0.40%
2020년 02월 16일,17.718,17.773,17.785,17.67,-,-2.61%
2020년 02월 14일,18.192,18.192,18.192,18.192,1.38K,0.61%
2020년 02월 13일,18.081,18.081,18.081,18.081,2.00K,0.68%
2020년 02월 12일,17.958,17.958,17.958,17.958,1.84K,-0.55%
2020년 02월 11일,18.057,18.057,18.057,18.057,2.71K,-1.06%
2020년 02월 10일,18.251,18.251,18.251,18.251,2.27K,2.96%
2020년 02월 09일,17.727,17.683,17.762,17.67,-,-2.38%
2020년 02월 07일,18.159,18.159,18.159,18.159,2.85K,-0.71%
2020년 02월 06일,18.289,18.289,18.289,18.289,1.01K,1.19%
2020년 02월 05일,18.074,18.074,18.074,18.074,0.82K,0.27%
2020년 02월 04일,18.025,18.025,18.025,18.025,0.81K,-0.59%
2020년 02월 03일,18.132,18.132,18.132,18.132,0.90K,0.36%
2020년 02월 02일,18.067,18.115,18.117,18.02,-,-2.19%
2020년 01월 31일,18.472,18.472,18.472,18.472,1.05K,0.09%
2020년 01월 30일,18.456,18.456,18.456,18.456,1.01K,2.79%
2020년 01월 29일,17.955,17.955,17.955,17.955,0.69K,0.16%
2020년 01월 28일,17.926,17.926,17.926,17.926,0.79K,-3.23%
2020년 01월 27일,18.524,18.524,18.524,18.524,0.65K,1.68%
